Cell_no.	Sw	Sn	k	phi	vol	alpha	n	Swr	Snr	Snr_m	Ss
3345	1.050909091	0	1.78921E-13	0.25	10	0.000189096	1.839286852	0.139168942	0	0.02	0.001
3346	1.050707071	0	1.35989E-13	0.25	10	0.000181825	1.80197234	0.144930742	0	0.02	0.001
3347	1.050505051	0	2.34723E-13	0.25	10	0.00019629	1.876206118	0.133468173	0	0.02	0.001
3348	1.05030303	0	2.34723E-13	0.25	10	0.00019629	1.876206118	0.133468173	0	0.02	0.001
3349	1.05010101	0	2.34723E-13	0.25	10	0.00019629	1.876206118	0.133468173	0	0.02	0.001
3350	1.04989899	0	3.48634E-13	0.25	10	0.000206774	1.930009815	0.125160249	0	0.02	0.001
3351	1.04969697	0	4.05291E-14	0.25	10	0.000149746	1.637337379	0.170352317	0	0.02	0.001
3352	1.049494949	0	4.05291E-14	0.25	10	0.000149746	1.637337379	0.170352317	0	0.02	0.001
3353	1.049292929	0	4.05291E-14	0.25	10	0.000149746	1.637337379	0.170352317	0	0.02	0.001
3354	1.049090909	0	5.63367E-13	0.25	10	0.000219492	1.99527735	0.115082174	0	0.02	0.001
3355	1.048888889	0	5.63367E-13	0.25	10	0.000219492	1.99527735	0.115082174	0	0.02	0.001
3356	1.048686869	0	1.78999E-13	0.25	10	0.000189108	1.839346312	0.139159761	0	0.02	0.001
3357	1.048484848	0	9.34567E-13	0.25	10	0.000232905	2.064113947	0.104452993	0	0.02	0.001
3358	1.048282828	0	8.0371E-13	0.25	10	0.000228907	2.043598972	0.107620747	0	0.02	0.001
3359	1.048080808	0	1.86206E-12	0.25	10	0.000251172	2.157866168	0.089976548	0	0.02	0.001
3360	1.047878788	0	1.62232E-12	0.25	10	0.00024752	2.139122205	0.092870836	0	0.02	0.001
3361	1.047676768	0	3.14217E-12	0.25	10	0.000265038	2.229025576	0.078988698	0	0.02	0.001
3362	1.047474747	0	3.64191E-12	0.25	10	0.000268949	2.249098529	0.075889198	0	0.02	0.001
3363	1.047272727	0	3.29338E-12	0.25	10	0.000266284	2.235417709	0.078001677	0	0.02	0.001
3364	1.047070707	0	6.45686E-12	0.25	10	0.000284124	2.326976713	0.06386389	0	0.02	0.001
3365	1.046868687	0	6.45686E-12	0.25	10	0.000284124	2.326976713	0.06386389	0	0.02	0.001
3366	1.046666667	0	4.47485E-12	0.25	10	0.000274407	2.277109693	0.071563944	0	0.02	0.001
3367	1.046464646	0	3.66457E-12	0.25	10	0.000269114	2.249942114	0.075758938	0	0.02	0.001
3368	1.046262626	0	4.76871E-12	0.25	10	0.000276093	2.285759736	0.070228276	0	0.02	0.001
3369	1.046060606	0	3.41748E-12	0.25	10	0.000267264	2.240448179	0.077224913	0	0.02	0.001
3370	1.045858586	0	2.86554E-12	0.25	10	0.000262596	2.216492377	0.080923971	0	0.02	0.001
3371	1.045656566	0	3.25334E-12	0.25	10	0.000265959	2.233754013	0.078258571	0	0.02	0.001
3372	1.045454545	0	3.09043E-12	0.25	10	0.000264598	2.226767676	0.079337344	0	0.02	0.001
3373	1.045252525	0	2.42828E-12	0.25	10	0.000258208	2.193974444	0.084401005	0	0.02	0.001
3374	1.045050505	0	2.46771E-12	0.25	10	0.000258635	2.196164943	0.084062766	0	0.02	0.001
3375	1.044848485	0	1.72546E-12	0.25	10	0.000249153	2.147504184	0.09157656	0	0.02	0.001
3376	1.044646465	0	2.05146E-12	0.25	10	0.00025374	2.171040543	0.087942269	0	0.02	0.001
3377	1.044444444	0	1.93683E-12	0.25	10	0.000252216	2.163220668	0.08914975	0	0.02	0.001
3378	1.044242424	0	2.84637E-12	0.25	10	0.000262418	2.215579594	0.081064916	0	0.02	0.001
3379	1.044040404	0	4.11769E-12	0.25	10	0.000272203	2.265797231	0.073310722	0	0.02	0.001
3380	1.043838384	0	9.42603E-13	0.25	10	0.000233131	2.065278355	0.104273195	0	0.02	0.001
3381	1.043636364	0	2.30424E-12	0.25	10	0.000256819	2.186843349	0.08550213	0	0.02	0.001
3382	1.043434343	0	1.38148E-12	0.25	10	0.000243261	2.117266554	0.096245606	0	0.02	0.001
3383	1.043232323	0	7.08146E-13	0.25	10	0.000225553	2.026383104	0.11027908	0	0.02	0.001
3384	1.043030303	0	7.08146E-13	0.25	10	0.000225553	2.026383104	0.11027908	0	0.02	0.001
3385	1.042828283	0	8.43511E-13	0.25	10	0.000230188	2.05017244	0.106605726	0	0.02	0.001
3386	1.042626263	0	5.37238E-13	0.25	10	0.000218233	1.98881864	0.116079475	0	0.02	0.001
3387	1.042424242	0	6.69536E-13	0.25	10	0.000224067	2.018758143	0.111456463	0	0.02	0.001
3388	1.042222222	0	6.69536E-13	0.25	10	0.000224067	2.018758143	0.111456463	0	0.02	0.001
3389	1.042020202	0	3.49737E-13	0.25	10	0.000206858	1.930439127	0.125093958	0	0.02	0.001
3390	1.041818182	0	3.49737E-13	0.25	10	0.000206858	1.930439127	0.125093958	0	0.02	0.001
3391	1.041616162	0	4.44955E-13	0.25	10	0.000213239	1.963186958	0.120037308	0	0.02	0.001
3392	1.041414141	0	1.2577E-12	0.25	10	0.000240774	2.104500521	0.098216831	0	0.02	0.001
3393	1.041212121	0	3.19846E-13	0.25	10	0.00020449	1.918288654	0.126970134	0	0.02	0.001
3394	1.041010101	0	2.36207E-13	0.25	10	0.000196457	1.877062835	0.133335886	0	0.02	0.001
3395	1.040808081	0	4.04656E-13	0.25	10	0.000210723	1.950275539	0.122030983	0	0.02	0.001
3396	1.040606061	0	4.08227E-13	0.25	10	0.000210956	1.951470461	0.121846473	0	0.02	0.001
3397	1.04040404	0	6.5665E-13	0.25	10	0.000223552	2.016115068	0.111864585	0	0.02	0.001
3398	1.04020202	0	6.73793E-13	0.25	10	0.000224235	2.019620093	0.111323368	0	0.02	0.001
3399	1.04	0	5.80096E-13	0.25	1E+30	0.000220267	1.999256906	0.114467684	0	0.02	0.001
3400	1.06	0	3.10699E-13	0.25	1E+30	0.000203721	1.914342577	0.127579455	0	0.02	0.001
3401	1.05979798	0	2.12985E-14	0.25	10	0.000132696	1.549837165	0.183863379	0	0.02	0.001
3402	1.05959596	0	3.73191E-13	0.25	10	0.000208578	1.939266842	0.123730855	0	0.02	0.001
3403	1.059393939	0	3.83709E-13	0.25	10	0.000209314	1.943046994	0.123147155	0	0.02	0.001
3404	1.059191919	0	1.36859E-12	0.25	10	0.000243013	2.115991507	0.096442488	0	0.02	0.001
3405	1.058989899	0	1.2316E-14	0.25	10	0.000118181	1.475344945	0.195365854	0	0.02	0.001
3406	1.058787879	0	1.19597E-13	0.25	10	0.000178422	1.784504424	0.147627993	0	0.02	0.001
3407	1.058585859	0	1.19597E-13	0.25	10	0.000178422	1.784504424	0.147627993	0	0.02	0.001
3408	1.058383838	0	2.94473E-13	0.25	10	0.0002023	1.907047876	0.128705843	0	0.02	0.001
3409	1.058181818	0	2.94473E-13	0.25	10	0.0002023	1.907047876	0.128705843	0	0.02	0.001
3410	1.057979798	0	4.19449E-14	0.25	10	0.000150656	1.642006983	0.169631275	0	0.02	0.001
3411	1.057777778	0	4.19449E-14	0.25	10	0.000150656	1.642006983	0.169631275	0	0.02	0.001
3412	1.057575758	0	1.46104E-13	0.25	10	0.000183727	1.811730035	0.143424039	0	0.02	0.001
3413	1.057373737	0	2.16277E-13	0.25	10	0.000194121	1.865074924	0.13518696	0	0.02	0.001
3414	1.057171717	0	1.47691E-13	0.25	10	0.000184013	1.813199002	0.143197213	0	0.02	0.001
3415	1.056969697	0	1.47691E-13	0.25	10	0.000184013	1.813199002	0.143197213	0	0.02	0.001
3416	1.056767677	0	1.06378E-13	0.25	10	0.000175318	1.76857473	0.150087725	0	0.02	0.001
3417	1.056565657	0	1.72605E-13	0.25	10	0.000188144	1.834399036	0.139923678	0	0.02	0.001
3418	1.056363636	0	1.67644E-13	0.25	10	0.000187371	1.83043282	0.140536109	0	0.02	0.001
3419	1.056161616	0	1.67644E-13	0.25	10	0.000187371	1.83043282	0.140536109	0	0.02	0.001
3420	1.055959596	0	2.32227E-14	0.25	10	0.000134988	1.561600273	0.182047017	0	0.02	0.001
3421	1.055757576	0	2.24096E-14	0.25	10	0.000134044	1.556753087	0.182795479	0	0.02	0.001
3422	1.055555556	0	1.54214E-13	0.25	10	0.000185158	1.81907727	0.142289539	0	0.02	0.001
3423	1.055353535	0	9.31791E-14	0.25	10	0.000171807	1.750557728	0.152869763	0	0.02	0.001
3424	1.055151515	0	9.31791E-14	0.25	10	0.000171807	1.750557728	0.152869763	0	0.02	0.001
3425	1.054949495	0	2.25142E-14	0.25	10	0.000134167	1.557386536	0.182697667	0	0.02	0.001
3426	1.054747475	0	1.6239E-12	0.25	10	0.000247546	2.139254311	0.092850437	0	0.02	0.001
3427	1.054545455	0	1.6239E-12	0.25	10	0.000247546	2.139254311	0.092850437	0	0.02	0.001
3428	1.054343434	0	1.20434E-14	0.25	10	0.000117588	1.472300378	0.195835971	0	0.02	0.001
3429	1.054141414	0	3.13632E-14	0.25	10	0.000142952	1.602469074	0.175736393	0	0.02	0.001
3430	1.053939394	0	3.13632E-14	0.25	10	0.000142952	1.602469074	0.175736393	0	0.02	0.001
3431	1.053737374	0	1.35664E-13	0.25	10	0.000181762	1.801646967	0.144980983	0	0.02	0.001
3432	1.053535354	0	4.14797E-14	0.25	10	0.00015036	1.640490249	0.169865476	0	0.02	0.001
3433	1.053333333	0	4.14797E-14	0.25	10	0.00015036	1.640490249	0.169865476	0	0.02	0.001
3434	1.053131313	0	9.5395E-13	0.25	10	0.000233449	2.066905671	0.104021918	0	0.02	0.001
3435	1.052929293	0	9.5395E-13	0.25	10	0.000233449	2.066905671	0.104021918	0	0.02	0.001
3436	1.052727273	0	7.77352E-13	0.25	10	0.000228024	2.039064161	0.108320975	0	0.02	0.001
3437	1.052525253	0	1.06395E-13	0.25	10	0.000175322	1.768595662	0.150084493	0	0.02	0.001
3438	1.052323232	0	2.18897E-13	0.25	10	0.00019444	1.866712616	0.134934081	0	0.02	0.001
3439	1.052121212	0	2.26126E-14	0.25	10	0.000134283	1.55797943	0.182606117	0	0.02	0.001
3440	1.051919192	0	2.26126E-14	0.25	10	0.000134283	1.55797943	0.182606117	0	0.02	0.001
3441	1.051717172	0	1.56777E-13	0.25	10	0.000185595	1.821318693	0.141943437	0	0.02	0.001
3442	1.051515152	0	3.31865E-13	0.25	10	0.000205468	1.923305677	0.126195447	0	0.02	0.001
3443	1.051313131	0	3.31865E-13	0.25	10	0.000205468	1.923305677	0.126195447	0	0.02	0.001
3444	1.051111111	0	3.67242E-13	0.25	10	0.000208152	1.937081624	0.124068279	0	0.02	0.001
3445	1.050909091	0	1.6938E-13	0.25	10	0.000187644	1.831834449	0.140319681	0	0.02	0.001
3446	1.050707071	0	2.01409E-13	0.25	10	0.000192234	1.855388839	0.136682606	0	0.02	0.001
3447	1.050505051	0	2.01409E-13	0.25	10	0.000192234	1.855388839	0.136682606	0	0.02	0.001
3448	1.05030303	0	1.09857E-14	0.25	10	0.000115152	1.459799871	0.197766196	0	0.02	0.001
3449	1.05010101	0	6.71946E-13	0.25	10	0.000224162	2.019246845	0.111381002	0	0.02	0.001
3450	1.04989899	0	1.71701E-13	0.25	10	0.000188005	1.833685066	0.140033924	0	0.02	0.001
3451	1.04969697	0	4.97096E-13	0.25	10	0.000216175	1.978256987	0.117710318	0	0.02	0.001
3452	1.049494949	0	1.82682E-13	0.25	10	0.000189648	1.842116286	0.138732044	0	0.02	0.001
3453	1.049292929	0	1.61005E-12	0.25	10	0.000247319	2.138089251	0.093030336	0	0.02	0.001
3454	1.049090909	0	8.85631E-13	0.25	10	0.000231479	2.056799453	0.105582437	0	0.02	0.001
3455	1.048888889	0	7.70825E-13	0.25	10	0.0002278	2.037917258	0.10849807	0	0.02	0.001
3456	1.048686869	0	2.17323E-13	0.25	10	0.000194249	1.865731162	0.135085629	0	0.02	0.001
3457	1.048484848	0	1.72984E-13	0.25	10	0.000188202	1.834697533	0.139877587	0	0.02	0.001
3458	1.048282828	0	2.30011E-13	0.25	10	0.000195753	1.873448161	0.133894034	0	0.02	0.001
3459	1.048080808	0	2.30011E-13	0.25	10	0.000195753	1.873448161	0.133894034	0	0.02	0.001
3460	1.047878788	0	8.25876E-13	0.25	10	0.000229628	2.047299092	0.107049405	0	0.02	0.001
3461	1.047676768	0	1.75763E-13	0.25	10	0.000188625	1.836865464	0.139542833	0	0.02	0.001
3462	1.047474747	0	2.58054E-12	0.25	10	0.00025982	2.20224517	0.083123908	0	0.02	0.001
3463	1.047272727	0	7.37771E-13	0.25	10	0.000226639	2.031956683	0.109418453	0	0.02	0.001
3464	1.047070707	0	2.70135E-12	0.25	10	0.000261032	2.208467611	0.082163089	0	0.02	0.001
3465	1.046868687	0	6.02594E-13	0.25	10	0.000221275	2.00443183	0.113668614	0	0.02	0.001
3466	1.046666667	0	1.44925E-12	0.25	10	0.000244531	2.12377925	0.095239969	0	0.02	0.001
3467	1.046464646	0	1.56658E-12	0.25	10	0.000246593	2.134366636	0.093605152	0	0.02	0.001
3468	1.046262626	0	3.29597E-12	0.25	10	0.000266304	2.235524556	0.077985179	0	0.02	0.001
3469	1.046060606	0	3.29597E-12	0.25	10	0.000266304	2.235524556	0.077985179	0	0.02	0.001
3470	1.045858586	0	3.42799E-12	0.25	10	0.000267345	2.24086574	0.077160437	0	0.02	0.001
3471	1.045656566	0	3.42799E-12	0.25	10	0.000267345	2.24086574	0.077160437	0	0.02	0.001
3472	1.045454545	0	4.52804E-12	0.25	10	0.000274721	2.278716583	0.071315822	0	0.02	0.001
3473	1.045252525	0	7.56287E-12	0.25	10	0.000288314	2.348479482	0.060543609	0	0.02	0.001
3474	1.045050505	0	7.56287E-12	0.25	10	0.000288314	2.348479482	0.060543609	0	0.02	0.001
3475	1.044848485	0	8.37645E-12	0.25	10	0.000291022	2.362375008	0.058397977	0	0.02	0.001
3476	1.044646465	0	8.79144E-12	0.25	10	0.000292303	2.368951245	0.057382528	0	0.02	0.001
3477	1.044444444	0	5.29689E-12	0.25	10	0.000278877	2.300045606	0.06802237	0	0.02	0.001
3478	1.044242424	0	5.29689E-12	0.25	10	0.000278877	2.300045606	0.06802237	0	0.02	0.001
3479	1.044040404	0	1.19596E-12	0.25	10	0.00023944	2.097653992	0.099274016	0	0.02	0.001
3480	1.043838384	0	7.35319E-13	0.25	10	0.00022655	2.031503912	0.109488367	0	0.02	0.001
3481	1.043636364	0	1.61004E-12	0.25	10	0.000247319	2.138088734	0.093030416	0	0.02	0.001
3482	1.043434343	0	1.53687E-12	0.25	10	0.000246086	2.131763299	0.094007138	0	0.02	0.001
3483	1.043232323	0	8.56703E-13	0.25	10	0.000230599	2.052283059	0.106279822	0	0.02	0.001
3484	1.043030303	0	1.11064E-12	0.25	10	0.000237479	2.087589003	0.100828169	0	0.02	0.001
3485	1.042828283	0	3.03895E-13	0.25	10	0.000203134	1.911331508	0.128044399	0	0.02	0.001
3486	1.042626263	0	3.03895E-13	0.25	10	0.000203134	1.911331508	0.128044399	0	0.02	0.001
3487	1.042424242	0	3.59991E-13	0.25	10	0.000207623	1.934369361	0.124487084	0	0.02	0.001
3488	1.042222222	0	2.16671E-13	0.25	10	0.000194169	1.865322056	0.1351488	0	0.02	0.001
3489	1.042020202	0	1.49855E-13	0.25	10	0.000184398	1.815177094	0.142891772	0	0.02	0.001
3490	1.041818182	0	1.29936E-13	0.25	10	0.000180619	1.795779971	0.145886916	0	0.02	0.001
3491	1.041616162	0	8.05916E-15	0.25	10	0.000106943	1.41766867	0.20427175	0	0.02	0.001
3492	1.041414141	0	8.05916E-15	0.25	10	0.000106943	1.41766867	0.20427175	0	0.02	0.001
3493	1.041212121	0	1.63388E-14	0.25	10	0.000125671	1.513784645	0.189430312	0	0.02	0.001
3494	1.041010101	0	1.63388E-14	0.25	10	0.000125671	1.513784645	0.189430312	0	0.02	0.001
3495	1.040808081	0	2.74308E-13	0.25	10	0.00020042	1.897400655	0.130195487	0	0.02	0.001
3496	1.040606061	0	7.67058E-13	0.25	10	0.00022767	2.037251074	0.108600937	0	0.02	0.001
3497	1.04040404	0	8.9536E-13	0.25	10	0.000231769	2.058285384	0.105352992	0	0.02	0.001
3498	1.04020202	0	2.8431E-12	0.25	10	0.000262388	2.215422829	0.081089122	0	0.02	0.001
3499	1.04	0	2.8431E-12	0.25	1E+30	0.000262388	2.215422829	0.081089122	0	0.02	0.001
3500	1.06	0	1.52784E-13	0.25	1E+30	0.000184912	1.817810451	0.142485151	0	0.02	0.001
3501	1.05979798	0	1.52784E-13	0.25	10	0.000184912	1.817810451	0.142485151	0	0.02	0.001
3502	1.05959596	0	8.50491E-14	0.25	10	0.000169388	1.738141703	0.154786943	0	0.02	0.001
3503	1.059393939	0	3.95463E-14	0.25	10	0.000149095	1.633998917	0.170867814	0	0.02	0.001
3504	1.059191919	0	2.10145E-13	0.25	10	0.000193359	1.861163302	0.135790961	0	0.02	0.001
3505	1.058989899	0	1.18001E-13	0.25	10	0.000178066	1.782677279	0.147910126	0	0.02	0.001
3506	1.058787879	0	1.18001E-13	0.25	10	0.000178066	1.782677279	0.147910126	0	0.02	0.001
3507	1.058585859	0	3.02184E-13	0.25	10	0.000202985	1.910563727	0.128162954	0	0.02	0.001
3508	1.058383838	0	8.74585E-14	0.25	10	0.000170128	1.741940892	0.154200303	0	0.02	0.001
3509	1.058181818	0	8.74585E-14	0.25	10	0.000170128	1.741940892	0.154200303	0	0.02	0.001
3510	1.057979798	0	1.68758E-13	0.25	10	0.000187547	1.831334164	0.140396931	0	0.02	0.001
3511	1.057777778	0	1.17399E-13	0.25	10	0.00017793	1.781981817	0.148017514	0	0.02	0.001
3512	1.057575758	0	2.48212E-13	0.25	10	0.000197771	1.883805141	0.132294794	0	0.02	0.001
3513	1.057373737	0	2.48212E-13	0.25	10	0.000197771	1.883805141	0.132294794	0	0.02	0.001
3514	1.057171717	0	6.34025E-13	0.25	10	0.000222623	2.011346645	0.112600886	0	0.02	0.001
3515	1.056969697	0	6.34025E-13	0.25	10	0.000222623	2.011346645	0.112600886	0	0.02	0.001
3516	1.056767677	0	1.90874E-13	0.25	10	0.00019081	1.848081878	0.137810887	0	0.02	0.001
3517	1.056565657	0	1.15295E-13	0.25	10	0.000177451	1.779521454	0.148397423	0	0.02	0.001
3518	1.056363636	0	1.15295E-13	0.25	10	0.000177451	1.779521454	0.148397423	0	0.02	0.001
3519	1.056161616	0	1.45972E-13	0.25	10	0.000183703	1.811606713	0.143443081	0	0.02	0.001
3520	1.055959596	0	1.45972E-13	0.25	10	0.000183703	1.811606713	0.143443081	0	0.02	0.001
3521	1.055757576	0	3.76985E-14	0.25	10	0.000147827	1.627490924	0.171872725	0	0.02	0.001
3522	1.055555556	0	1.64631E-13	0.25	10	0.000186891	1.82796704	0.140916854	0	0.02	0.001
3523	1.055353535	0	6.59646E-12	0.25	10	0.000284691	2.329885864	0.063414683	0	0.02	0.001
3524	1.055151515	0	5.13586E-14	0.25	10	0.000156021	1.66954378	0.165379269	0	0.02	0.001
3525	1.054949495	0	6.11633E-13	0.25	10	0.00022167	2.006456537	0.113355976	0	0.02	0.001
3526	1.054747475	0	3.73582E-14	0.25	10	0.000147587	1.626257891	0.17206312	0	0.02	0.001
3527	1.054545455	0	4.56583E-13	0.25	10	0.000213922	1.966695277	0.119495582	0	0.02	0.001
3528	1.054343434	0	4.56583E-13	0.25	10	0.000213922	1.966695277	0.119495582	0	0.02	0.001
3529	1.054141414	0	2.75213E-14	0.25	10	0.000139489	1.584697244	0.178480573	0	0.02	0.001
3530	1.053939394	0	1.58954E-12	0.25	10	0.000246979	2.136345425	0.093299603	0	0.02	0.001
3531	1.053737374	0	2.35626E-14	0.25	10	0.000135373	1.563576263	0.1817419	0	0.02	0.001
3532	1.053535354	0	2.35626E-14	0.25	10	0.000135373	1.563576263	0.1817419	0	0.02	0.001
3533	1.053333333	0	1.15445E-12	0.25	10	0.000238504	2.092850105	0.100015793	0	0.02	0.001
3534	1.053131313	0	1.15445E-12	0.25	10	0.000238504	2.092850105	0.100015793	0	0.02	0.001
3535	1.052929293	0	9.26851E-14	0.25	10	0.000171666	1.749834892	0.152981377	0	0.02	0.001
3536	1.052727273	0	9.26851E-14	0.25	10	0.000171666	1.749834892	0.152981377	0	0.02	0.001
3537	1.052525253	0	1.00119E-13	0.25	10	0.000173711	1.760327306	0.151361225	0	0.02	0.001
3538	1.052323232	0	1.91582E-13	0.25	10	0.000190908	1.848585223	0.137733164	0	0.02	0.001
3539	1.052121212	0	7.95025E-14	0.25	10	0.000167601	1.728969832	0.156203188	0	0.02	0.001
3540	1.051919192	0	7.95025E-14	0.25	10	0.000167601	1.728969832	0.156203188	0	0.02	0.001
3541	1.051717172	0	1.04525E-13	0.25	10	0.000174852	1.766185062	0.150456718	0	0.02	0.001
3542	1.051515152	0	1.06075E-13	0.25	10	0.000175242	1.768186737	0.150147636	0	0.02	0.001
3543	1.051313131	0	7.77528E-13	0.25	10	0.00022803	2.039094898	0.108316229	0	0.02	0.001
3544	1.051111111	0	4.44872E-12	0.25	10	0.000274252	2.276313108	0.071686947	0	0.02	0.001
3545	1.050909091	0	4.44872E-12	0.25	10	0.000274252	2.276313108	0.071686947	0	0.02	0.001
3546	1.050707071	0	2.80914E-12	0.25	10	0.000262069	2.213788875	0.081341424	0	0.02	0.001
3547	1.050505051	0	1.20575E-13	0.25	10	0.000178638	1.785611545	0.147457041	0	0.02	0.001
3548	1.05030303	0	1.20575E-13	0.25	10	0.000178638	1.785611545	0.147457041	0	0.02	0.001
3549	1.05010101	0	5.66816E-13	0.25	10	0.000219653	1.996107392	0.114954006	0	0.02	0.001
3550	1.04989899	0	1.38888E-13	0.25	10	0.000182385	1.804841487	0.144487712	0	0.02	0.001
3551	1.04969697	0	4.22699E-13	0.25	10	0.000211879	1.95620846	0.12111487	0	0.02	0.001
3552	1.049494949	0	1.19423E-12	0.25	10	0.000239402	2.097457038	0.099304428	0	0.02	0.001
3553	1.049292929	0	1.19423E-12	0.25	10	0.000239402	2.097457038	0.099304428	0	0.02	0.001
3554	1.049090909	0	1.19423E-12	0.25	10	0.000239402	2.097457038	0.099304428	0	0.02	0.001
3555	1.048888889	0	1.88359E-13	0.25	10	0.000190459	1.846278163	0.138089401	0	0.02	0.001
3556	1.048686869	0	1.39586E-12	0.25	10	0.000243536	2.118674995	0.096028126	0	0.02	0.001
3557	1.048484848	0	1.39586E-12	0.25	10	0.000243536	2.118674995	0.096028126	0	0.02	0.001
3558	1.048282828	0	6.3549E-13	0.25	10	0.000222684	2.01166051	0.112552421	0	0.02	0.001
3559	1.048080808	0	6.3549E-13	0.25	10	0.000222684	2.01166051	0.112552421	0	0.02	0.001
3560	1.047878788	0	1.78753E-12	0.25	10	0.00025009	2.152310759	0.090834368	0	0.02	0.001
3561	1.047676768	0	1.78753E-12	0.25	10	0.00025009	2.152310759	0.090834368	0	0.02	0.001
3562	1.047474747	0	3.18275E-12	0.25	10	0.000265378	2.230770743	0.078719224	0	0.02	0.001
3563	1.047272727	0	3.18275E-12	0.25	10	0.000265378	2.230770743	0.078719224	0	0.02	0.001
3564	1.047070707	0	4.22636E-13	0.25	10	0.000211875	1.956188291	0.121117984	0	0.02	0.001
3565	1.046868687	0	2.06494E-12	0.25	10	0.000253913	2.171930839	0.087804797	0	0.02	0.001
3566	1.046666667	0	2.06494E-12	0.25	10	0.000253913	2.171930839	0.087804797	0	0.02	0.001
3567	1.046464646	0	1.3914E-12	0.25	10	0.000243451	2.118239333	0.096095397	0	0.02	0.001
3568	1.046262626	0	1.98296E-12	0.25	10	0.000252839	2.166421476	0.088655507	0	0.02	0.001
3569	1.046060606	0	2.17926E-12	0.25	10	0.000255341	2.179259163	0.086673217	0	0.02	0.001
3570	1.045858586	0	2.24569E-12	0.25	10	0.000256137	2.183343132	0.086042605	0	0.02	0.001
3571	1.045656566	0	2.24569E-12	0.25	10	0.000256137	2.183343132	0.086042605	0	0.02	0.001
3572	1.045454545	0	4.88034E-12	0.25	10	0.000276706	2.288906557	0.06974237	0	0.02	0.001
3573	1.045252525	0	5.76405E-12	0.25	10	0.000281116	2.31154042	0.066247435	0	0.02	0.001
3574	1.045050505	0	3.60391E-12	0.25	10	0.000268671	2.247672122	0.076109452	0	0.02	0.001
3575	1.044848485	0	5.74078E-12	0.25	10	0.000281009	2.310990188	0.066332397	0	0.02	0.001
3576	1.044646465	0	3.51025E-12	0.25	10	0.000267974	2.244090753	0.076662457	0	0.02	0.001
3577	1.044444444	0	3.51025E-12	0.25	10	0.000267974	2.244090753	0.076662457	0	0.02	0.001
3578	1.044242424	0	2.50451E-12	0.25	10	0.000259027	2.198178206	0.083751895	0	0.02	0.001
3579	1.044040404	0	2.50451E-12	0.25	10	0.000259027	2.198178206	0.083751895	0	0.02	0.001
3580	1.043838384	0	1.52422E-12	0.25	10	0.000245867	2.130638767	0.094180779	0	0.02	0.001
3581	1.043636364	0	1.43771E-12	0.25	10	0.000244319	2.122692695	0.095407746	0	0.02	0.001
3582	1.043434343	0	1.43771E-12	0.25	10	0.000244319	2.122692695	0.095407746	0	0.02	0.001
3583	1.043232323	0	1.23458E-12	0.25	10	0.000240282	2.101976749	0.098606531	0	0.02	0.001
3584	1.043030303	0	1.94497E-12	0.25	10	0.000252327	2.163790815	0.089061712	0	0.02	0.001
3585	1.042828283	0	1.94497E-12	0.25	10	0.000252327	2.163790815	0.089061712	0	0.02	0.001
3586	1.042626263	0	1.17866E-12	0.25	10	0.000239054	2.09567237	0.099580002	0	0.02	0.001
3587	1.042424242	0	8.69148E-13	0.25	10	0.000230981	2.054244377	0.105976971	0	0.02	0.001
3588	1.042222222	0	7.50283E-13	0.25	10	0.000227084	2.034243938	0.109065274	0	0.02	0.001
3589	1.042020202	0	1.82799E-13	0.25	10	0.000189665	1.842202906	0.138718669	0	0.02	0.001
3590	1.041818182	0	6.90711E-14	0.25	10	0.000163873	1.70984109	0.15915689	0	0.02	0.001
